order_id,product_id,seller_id,customer_unique_id,price,order_purchase_timestamp
e481f51cbdc54678b7cc49136f2d6af7,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,7c396fd4830fd04220f754e42b4e5bff,29.99,2017-10-02 10:56:33
128e10d95713541c87cd1a2e48201934,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,3a51803cc0d012c3b5dc8b7528cb05f7,29.99,2017-08-15 18:29:31
0e7e841ddf8f8f2de2bad69267ecfbcf,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,ef0996a1a279c26e7ecbd737be23d235,29.99,2017-08-02 18:24:47
bfc39df4f36c3693ff3b63fcbea9e90a,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,e781fdcc107d13d865fc7698711cc572,29.99,2017-10-23 23:26:46
8736140c61ea584cb4250074756d8f3b,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,02c9e0c05a817d4562ec0e8c90f29dba,75.9,2017-08-10 13:35:55
88407c8c6e12493ff6e845df39540112,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,28adbfbaf0b9c5e5a0555a8c853a7534,75.9,2017-08-15 02:03:01
4f2acff0b7d2bcc4a408abe5a223d407,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,aea90564d6f09ae11bf936f55ed49d72,75.9,2017-08-01 16:31:35
019aaee09698daf81dcffe9d94a18b5c,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,cd6b577df45c00daa6b2767eaa947c72,75.9,2017-08-10 14:04:58
e37531db8933bdce0f86e9dc3768759e,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,11f61cff2e9a4f0dc6fbbe30faa54b18,75.9,2017-08-07 21:48:23
a0151737f2f0c6c0a5fd69d45f66ceea,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,bdd30e6e39cc70dde8665187b57af402,44.99,2017-07-12 14:11:58
a3bf941183211246f0d42ad757cba127,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,1bcb517dc3cc80868d2fa941174f386c,44.99,2017-07-24 22:16:25
e8f1a30189522698bfce82adf60472e7,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,0e78d5d8e92c4454512d545b10be8585,44.99,2017-07-05 11:58:33
e71fb32bec49dd4112bcbcc19126d388,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,59b5158dcd4ab8fce908aba30ea36cc9,44.99,2017-08-02 22:12:03
03eae39a27aeab0f8c9ad5b84555a6d1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,f4f203a8ddb0c3e44212a6eaf379348e,48.9,2017-08-15 10:23:57
de01100645b731556de153cfbebc35b1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,3b63e7ae5d6058eb51567425722cff95,44.99,2017-08-07 12:13:26
1f201b2bf1eecbd0ad32c3f430846b84,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,8b8d696df5beff17e7cfef915f0d1d78,48.9,2017-09-26 21:32:17
84aaa1a774e37a0a7c1a5413dc49e168,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,a6b38dcfe711532c6f588ca185770b2d,44.99,2017-07-21 10:03:34
9ac4df93702b3a7d40156ef4b6c81417,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,95de6cd75d82c25e5463531f370aa2a2,44.99,2017-07-05 14:23:53
fed5e295c5412218d84f60a3d09717f4,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,30e6832584525af7548c39b006897e34,48.9,2017-10-13 10:59:41
f37bdf37547266e7d6760e52bc87dfe3,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,c6eefe8e9d3cd8a9ef18730a674d9add,44.99,2017-07-25 16:49:56
ff12a8872c437666ba0b1df5812a956e,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,e3cfa812865195deccc10fbb07f7185f,44.99,2017-08-02 14:19:54
0c511eb6cecb1f110a807dad27440c81,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,56866c2bd443a3330747d4efa3541c6b,48.9,2017-09-26 14:45:50
f72af8df59fdbc3f45aeb2df4e1e9ca1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,88914cd8ecf222c3d2b5915960f5abb9,48.9,2017-08-18 09:17:25
1462290799412b71be32dd880eaf4e1b,d7faab3fa0091d1220a8ada9cae1bab3,3504c0cb71d7fa48d967e0e4c94d59d9,123ae28184c9e80638e71d40e37adc27,29.9,2017-08-19 14:06:58
60d13096e69ace88a0c5b8c3805010ca,605050407239c811cf987c99fbabaf4d,3504c0cb71d7fa48d967e0e4c94d59d9,581c85ba0bfacbdb3f21e5ac6fd2187a,24.9,2017-11-06 13:48:10
5cd9658ba9e8ad15b491928fd7ec370d,605050407239c811cf987c99fbabaf4d,3504c0cb71d7fa48d967e0e4c94d59d9,e1cc1be2730188040748affa422b2803,24.9,2017-08-30 19:43:57
a30b65719297f5afcb931bcad170cb7d,c6d0daec0037d0ac4ee036ddff197b35,3504c0cb71d7fa48d967e0e4c94d59d9,3c601cdf47f343edf04dbd987a837a2a,48.9,2017-08-31 17:49:40
f8b3a190c48ca5261da8494b51c540bd,c6d0daec0037d0ac4ee036ddff197b35,3504c0cb71d7fa48d967e0e4c94d59d9,b2ed6ed08d758a308f53dad5d0340548,48.9,2017-11-05 15:56:14
bea597ea1f5ff4fa02bcaf403531e944,c6d0daec0037d0ac4ee036ddff197b35,3504c0cb71d7fa48d967e0e4c94d59d9,9a6d3775ed3c4dc33243faf14264f1a9,48.9,2017-10-20 22:34:48
bdfdaf0cec4a3710b0c2a0c91cddaa56,c6d0daec0037d0ac4ee036ddff197b35,3504c0cb71d7fa48d967e0e4c94d59d9,8f59de9bf83de25956e61deace67e77a,48.9,2017-10-15 15:15:09
0010b2e5201cc5f1ae7e9c6cc8f5bd00,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,e883f26917e2095c439f70c2cf8c914b,48.9,2017-09-11 17:39:33
44905b3e611d2f738de87a2cca4961b2,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,1bbae4260b7887325fccae14a592c130,44.49,2017-08-06 21:03:00
0d9a4836459b4ededef3b8dfd7978d3b,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,4c0a51f04c6f491f080bcdf3baf7eff8,44.49,2017-07-24 11:20:43
a5eb6930340dbd674f7f881269ce9579,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,1d2c9a902da6feeba78ac9a3b3a7be35,44.49,2017-08-03 14:11:05
5c63162ff15f6e39ca02c3dbc82ecf65,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,86d44b3d6ff74b91728c42119904188d,48.9,2017-10-13 22:30:31
9130f021ebec02fff9a8bf9e04e8101a,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,e0c771120076aeef2cc5f6ad7e19477c,44.49,2017-07-05 09:53:02
e7bb8b6a68e9a70258374f9993b47de7,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,9963ec44886d2cd7cfc327c78d714aa1,44.49,2017-08-04 15:58:07
e55fb3457f263ce9c93e88a934d7cc17,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,082d6b71dce3485197b2204a0462acff,48.9,2017-09-06 09:52:11
6f4e7312027dba2bba5c1b75addfd1ef,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,984d917117d762201643440a2c2e001b,44.49,2017-07-19 08:52:47
3ceb8926c7d570d68d8307beb320f2ae,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,ada60145ed9a080e6e3114fe436815e6,48.9,2017-10-09 12:06:18
1e7f171b11eff2ba0ffbf95130c2f18a,03b58043df5d7424df7eac2be2511c51,3504c0cb71d7fa48d967e0e4c94d59d9,b13d30b775be852b487f71adb7092a31,44.99,2017-07-28 14:08:37
807d573c36fdd71594efae0ca1db554e,03b58043df5d7424df7eac2be2511c51,3504c0cb71d7fa48d967e0e4c94d59d9,996fdddf8cd5bbb99b221fcaf5ba1359,44.99,2017-07-20 07:30:51
